category,path,label,true_type,true_location,verdict,defect_type,location,explanation,valid,p_defective,latency_s,prompt_tokens,completion_tokens,raw,config
bottle,bottle/test/contamination/009.png,1,contamination,center,defective,contamination,center,,True,0.7549224104876755,2.942218198964838,338,24,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""center""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/contamination/011.png,1,contamination,center,good,none,none,,True,0.14805369044015745,2.990512441028841,338,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/contamination/013.png,1,contamination,left,defective,contamination,top,,True,0.5621876966501717,3.2691013970179483,338,24,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""top""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/contamination/018.png,1,contamination,right,defective,contamination,right,,True,0.7058005763750697,3.16919093899196,338,24,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""right""}","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/contamination/019.png,1,contamination,right,defective,broken_small,top,,True,0.6513795884171475,3.6220295729581267,338,29,"```json
{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
bottle,bottle/test/contamination/020.png,1,contamination,center,defective,contamination,top,,True,0.7058106643310171,4.193299643986393,338,33,"{
  ""verdict"": ""defective"",
  ""defect_type"": ""contamination"",
  ""location"": ""top""
}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/000.png,0,none,none,good,none,none,,True,0.2942149659744614,4.751369024976157,359,36,"```json
{
  ""verdict"": ""good"",
  ""defect_type"": ""none"",
  ""location"": ""none""
}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/001.png,0,none,none,good,none,none,,True,0.05340297954264006,3.480540413002018,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/002.png,0,none,none,good,none,none,,True,0.012431581494177809,2.82667057600338,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/003.png,0,none,none,good,none,none,,True,0.010986901103824881,2.698582493001595,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/004.png,0,none,none,good,none,none,,True,0.0005527760335899435,2.779959539999254,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/005.png,0,none,none,good,none,none,,True,0.010986865004953059,2.9320918730227277,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/006.png,0,none,none,good,none,none,,True,0.009708458249864438,3.5833971049869433,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/007.png,0,none,none,good,none,none,,True,0.03733333539339032,3.0262729039532132,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/008.png,0,none,none,good,none,none,,True,0.002800915637151917,3.582642585039139,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/009.png,0,none,none,good,none,none,,True,0.01798605031912634,3.687815507990308,359,28,"{
""verdict"": ""good"",
""defect_type"": ""none"",
""location"": ""none""
}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/010.png,0,none,none,good,none,none,,True,0.04208744542044515,2.9335379250114784,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/011.png,0,none,none,good,none,none,,True,0.04742587334586295,4.449283132038545,359,36,"```json
{
  ""verdict"": ""good"",
  ""defect_type"": ""none"",
  ""location"": ""none""
}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/012.png,0,none,none,good,none,none,,True,0.060086655433767996,3.825005130027421,359,31,"{
  ""verdict"": ""good"",
  ""defect_type"": ""none"",
  ""location"": ""none""
}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/013.png,0,none,none,good,none,none,,True,0.0373267153985121,2.9054674379876815,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/014.png,0,none,none,good,none,none,,True,0.0015011791564954495,3.015608409012202,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/015.png,0,none,none,good,none,none,,True,0.012431591292044505,3.017231117002666,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/016.png,0,none,none,good,none,none,,True,0.012431648166209041,3.0090351600083522,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/017.png,0,none,none,good,none,none,,True,0.0015011767100140835,3.010231591993943,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/018.png,0,none,none,good,none,none,,True,0.11920292671569666,3.0008215729612857,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/019.png,0,none,none,good,none,none,,True,0.05340305475725888,3.4575166379800066,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/020.png,0,none,none,defective,missing_wire,top,,True,0.7773164869986287,4.6594503140076995,359,38,"```json
{
  ""verdict"": ""defective"",
  ""defect_type"": ""missing_wire"",
  ""location"": ""top""
}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/021.png,0,none,none,good,none,none,,True,0.4378579167999803,3.456530579016544,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/022.png,0,none,none,good,none,none,,True,0.006692828998569338,2.7970347199589014,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/023.png,0,none,none,good,none,none,,True,0.0017007174781070598,3.3650393610005267,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/024.png,0,none,none,good,none,none,,True,0.05340314122458348,3.3634015810093842,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/025.png,0,none,none,good,none,none,,True,0.005220114747568175,2.7073688370292075,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/026.png,0,none,none,good,none,none,,True,0.01590633483516798,2.705101384955924,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/027.png,0,none,none,good,none,none,,True,0.020334523019495294,3.062037946016062,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/028.png,0,none,none,good,none,none,,True,0.008577463189270874,3.617810213996563,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/029.png,0,none,none,good,none,none,,True,0.00407013151684349,3.060612872999627,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/030.png,0,none,none,good,none,none,,True,0.002800923266687396,3.046675983001478,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/031.png,0,none,none,good,none,none,,True,0.09534945847239201,4.874678486958146,359,36,"```json
{
  ""verdict"": ""good"",
  ""defect_type"": ""none"",
  ""location"": ""none""
}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/032.png,0,none,none,good,none,none,,True,0.09534946232842245,3.846036939008627,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/033.png,0,none,none,good,none,none,,True,0.3208356939037047,3.054786338994745,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/034.png,0,none,none,good,none,none,,True,0.0019267276782529473,2.973347947001457,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/035.png,0,none,none,good,none,none,,True,0.005220113767356294,2.9359177929582074,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/036.png,0,none,none,good,none,none,,True,0.07585818054355695,3.5052469149813987,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/037.png,0,none,none,good,none,none,,True,0.09537499202535676,3.511129692022223,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/038.png,0,none,none,good,none,none,,True,0.04742587267267826,2.9447231339872815,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/039.png,0,none,none,good,none,none,,True,0.022977371958974684,2.9430939779849723,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/040.png,0,none,none,good,none,none,,True,0.0066928128233886275,2.946729750954546,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/041.png,0,none,none,good,none,none,,True,0.1824255326961778,3.041775816003792,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/042.png,0,none,none,good,none,none,,True,0.3486858958781085,3.9696780009544455,359,31,"{
  ""verdict"": ""good"",
  ""defect_type"": ""none"",
  ""location"": ""none""
}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/043.png,0,none,none,good,none,none,,True,0.08509903978628845,2.941862959007267,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/044.png,0,none,none,good,none,none,,True,0.10670408728179212,3.0317759360186756,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/045.png,0,none,none,good,none,none,,True,0.010986865085948557,3.0433223670115694,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/046.png,0,none,none,good,none,none,,True,0.002182712540261445,3.037082882015966,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/047.png,0,none,none,good,none,none,,True,0.047425868128681874,3.035399837011937,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/048.png,0,none,none,good,none,none,,True,0.003172660110007571,3.0301033559953794,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/049.png,0,none,none,good,none,none,,True,0.14806483013961996,3.5055596960010007,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/050.png,0,none,none,good,none,none,,True,0.01590805292869143,3.044477647054009,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/051.png,0,none,none,good,none,none,,True,0.08511487925135668,3.8793528989772312,359,31,"{
  ""verdict"": ""good"",
  ""defect_type"": ""none"",
  ""location"": ""none""
}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/052.png,0,none,none,good,none,none,,True,0.0019267251439706388,3.408185302047059,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/053.png,0,none,none,good,none,none,,True,0.014063566501429777,2.8486565710045397,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/054.png,0,none,none,good,none,none,,True,0.042094192748315426,2.84191501600435,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/055.png,0,none,none,good,none,none,,True,0.06756121252399454,3.8895122260437347,359,27,"```json
{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}
```","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/056.png,0,none,none,good,none,none,,True,0.1645164628965632,2.8424397579510696,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/good/057.png,0,none,none,good,none,none,,True,0.0003353494615116802,3.1065355649916455,359,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/bent_wire/000.png,1,bent_wire,center,defective,missing_wire,left,,True,0.5622033054144218,3.2967231520451605,359,24,"{""verdict"": ""defective"", ""defect_type"": ""missing_wire"", ""location"": ""left""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/bent_wire/002.png,1,bent_wire,top,defective,missing_wire,top,,True,0.5621927590342432,3.2881319270236418,359,24,"{""verdict"": ""defective"", ""defect_type"": ""missing_wire"", ""location"": ""top""}","Baseline: Qwen3.8-27B zero-shot, single image"
cable,cable/test/bent_wire/006.png,1,bent_wire,left,defective,bent_wire,left,,True,0.8807996418703491,3.366495323018171,359,25,"{""verdict"": ""defective"", ""defect_type"": ""bent_wire"", ""location"": ""left""}","Baseline: Qwen3.8-27B zero-shot, single image"
