category,path,label,true_type,true_location,verdict,defect_type,location,valid,raw,latency_s,batch_size,mode
bottle,bottle/test/good/013.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.351326801624964,8,zero_shot
bottle,bottle/test/good/014.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.351326801624964,8,zero_shot
bottle,bottle/test/good/015.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.351326801624964,8,zero_shot
bottle,bottle/test/good/016.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/good/017.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/good/018.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/good/019.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/broken_large/000.png,1,broken_large,bottom-right,defective,broken_small,right,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""right""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/broken_large/002.png,1,broken_large,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/broken_large/004.png,1,broken_large,left,defective,broken_small,top-left,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-left""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/broken_large/006.png,1,broken_large,top,defective,broken_large,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""top""}",0.39196431162417866,8,zero_shot
bottle,bottle/test/broken_large/008.png,1,broken_large,bottom,defective,broken_large,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""top""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_large/011.png,1,broken_large,bottom,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_large/012.png,1,broken_large,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_large/014.png,1,broken_large,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_large/016.png,1,broken_large,center,defective,broken_large,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""top""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_large/018.png,1,broken_large,center,defective,broken_large,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""top""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_small/000.png,1,broken_small,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_small/001.png,1,broken_small,left,defective,broken_small,top-left,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-left""}",0.3761838156278827,8,zero_shot
bottle,bottle/test/broken_small/003.png,1,broken_small,bottom,defective,broken_large,bottom,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""bottom""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/004.png,1,broken_small,bottom-left,defective,broken_small,bottom-left,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""bottom-left""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/007.png,1,broken_small,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/008.png,1,broken_small,bottom,defective,broken_large,bottom,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_large"", ""location"": ""bottom""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/010.png,1,broken_small,right,defective,broken_small,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/013.png,1,broken_small,top-right,defective,broken_small,top,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/014.png,1,broken_small,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/017.png,1,broken_small,left,defective,broken_small,top-left,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""top-left""}",0.40256879637308884,8,zero_shot
bottle,bottle/test/broken_small/020.png,1,broken_small,bottom-right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/000.png,1,contamination,center,defective,contamination,center,True,"{""verdict"": ""defective"", ""defect_type"": ""contamination"", ""location"": ""center""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/001.png,1,contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/002.png,1,contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/006.png,1,contamination,center,defective,broken_small,center,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""center""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/008.png,1,contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/009.png,1,contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/011.png,1,contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3636781838722527,8,zero_shot
bottle,bottle/test/contamination/013.png,1,contamination,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
bottle,bottle/test/contamination/018.png,1,contamination,right,defective,broken_small,right,True,"{""verdict"": ""defective"", ""defect_type"": ""broken_small"", ""location"": ""right""}",0.4094282532532816,8,zero_shot
bottle,bottle/test/contamination/019.png,1,contamination,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
bottle,bottle/test/contamination/020.png,1,contamination,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
cable,cable/test/good/000.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
cable,cable/test/good/001.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
cable,cable/test/good/002.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
cable,cable/test/good/003.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.4094282532532816,8,zero_shot
cable,cable/test/good/004.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/005.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/006.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/007.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/008.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/009.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/010.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/011.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3617356520044268,8,zero_shot
cable,cable/test/good/012.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/013.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/014.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/015.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/016.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/017.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/018.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/019.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3495022795032128,8,zero_shot
cable,cable/test/good/020.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/021.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/022.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/023.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/024.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/025.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/026.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/027.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35539280662487727,8,zero_shot
cable,cable/test/good/028.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/029.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/030.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/031.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/032.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/033.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/034.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/035.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3510732696231571,8,zero_shot
cable,cable/test/good/036.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/037.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/038.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/039.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/040.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/041.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/042.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/043.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.34999212574621197,8,zero_shot
cable,cable/test/good/044.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/045.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/046.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/047.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/048.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/049.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/050.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/051.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3499542863719398,8,zero_shot
cable,cable/test/good/052.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/good/053.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/good/054.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/good/055.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/good/056.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/good/057.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/bent_wire/000.png,1,bent_wire,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/bent_wire/002.png,1,bent_wire,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3503878408737364,8,zero_shot
cable,cable/test/bent_wire/006.png,1,bent_wire,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3507902058699983,8,zero_shot
cable,cable/test/bent_wire/007.png,1,bent_wire,center,good,none,center,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""center""}",0.3507902058699983,8,zero_shot
cable,cable/test/bent_wire/008.png,1,bent_wire,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3507902058699983,8,zero_shot
cable,cable/test/bent_wire/009.png,1,bent_wire,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3507902058699983,8,zero_shot
cable,cable/test/bent_wire/011.png,1,bent_wire,center,good,none,center,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""center""}",0.3507902058699983,8,zero_shot
cable,cable/test/cable_swap/000.png,1,cable_swap,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3507902058699983,8,zero_shot
cable,cable/test/cable_swap/004.png,1,cable_swap,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3507902058699983,8,zero_shot
cable,cable/test/cable_swap/005.png,1,cable_swap,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3507902058699983,8,zero_shot
cable,cable/test/cable_swap/007.png,1,cable_swap,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/cable_swap/008.png,1,cable_swap,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/cable_swap/011.png,1,cable_swap,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/combined/000.png,1,combined,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/combined/005.png,1,combined,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/combined/006.png,1,combined,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/combined/008.png,1,combined,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/combined/009.png,1,combined,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35118965699803084,8,zero_shot
cable,cable/test/cut_inner_insulation/000.png,1,cut_inner_insulation,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_inner_insulation/002.png,1,cut_inner_insulation,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_inner_insulation/003.png,1,cut_inner_insulation,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_inner_insulation/004.png,1,cut_inner_insulation,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_inner_insulation/006.png,1,cut_inner_insulation,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_inner_insulation/011.png,1,cut_inner_insulation,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_inner_insulation/012.png,1,cut_inner_insulation,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_outer_insulation/000.png,1,cut_outer_insulation,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.35002617125428515,8,zero_shot
cable,cable/test/cut_outer_insulation/001.png,1,cut_outer_insulation,bottom,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3508236126290285,8,zero_shot
cable,cable/test/cut_outer_insulation/003.png,1,cut_outer_insulation,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3508236126290285,8,zero_shot
cable,cable/test/cut_outer_insulation/004.png,1,cut_outer_insulation,bottom-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3508236126290285,8,zero_shot
cable,cable/test/cut_outer_insulation/009.png,1,cut_outer_insulation,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3508236126290285,8,zero_shot
cable,cable/test/missing_cable/000.png,1,missing_cable,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3508236126290285,8,zero_shot
cable,cable/test/missing_cable/001.png,1,missing_cable,center,good,none,center,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""center""}",0.3508236126290285,8,zero_shot
cable,cable/test/missing_cable/005.png,1,missing_cable,center,good,none,center,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""center""}",0.3508236126290285,8,zero_shot
cable,cable/test/missing_cable/007.png,1,missing_cable,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3508236126290285,8,zero_shot
cable,cable/test/missing_cable/009.png,1,missing_cable,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/missing_cable/010.png,1,missing_cable,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/missing_wire/004.png,1,missing_wire,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/missing_wire/005.png,1,missing_wire,center,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/missing_wire/006.png,1,missing_wire,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/missing_wire/007.png,1,missing_wire,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/missing_wire/009.png,1,missing_wire,top,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/poke_insulation/001.png,1,poke_insulation,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3504410075038322,8,zero_shot
cable,cable/test/poke_insulation/002.png,1,poke_insulation,top-left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3888287314985064,8,zero_shot
cable,cable/test/poke_insulation/003.png,1,poke_insulation,bottom,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3888287314985064,8,zero_shot
cable,cable/test/poke_insulation/006.png,1,poke_insulation,right,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3888287314985064,8,zero_shot
cable,cable/test/poke_insulation/008.png,1,poke_insulation,left,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3888287314985064,8,zero_shot
capsule,capsule/test/good/000.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3888287314985064,8,zero_shot
capsule,capsule/test/good/001.png,0,none,none,good,none,none,True,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",0.3888287314985064,8,zero_shot
